Monaco ed. Richard and Danae Projetti Grace Kelly: Princesse du Cinema
Mongolia Galsan Tschinag The Blue Sky
Montenegro,Petar II Petrović-Njegoš,The Mountain Wreath
Montenegro,Andrej Nikolaidis
Montenegro,Xenia Popovich,A Lullaby for No Man’s Wolf
Morocco,Diss Chraïbi,Heirs to the Past
Morocco,Diss Chraïbi,Le Passé Simple (The Simple Past)
Morocco,Tahar Ben Jelloun,The Sacred Night
Morocco,Tahar Ben Jelloun,This Blinding Absence of Light (trans. Linda Coverdale)
Morocco,Tahar Ben Jelloun,A Palace in the Old Village (trans. Linda Coverdale)
Morocco,Bensalem Himmich,The Polymath
Morocco,Mohammed Achaari,The Arch and the Butterfly
Morocco,Fatima Mernissi
Morocco,Muhammad Shukri,For Bread Alone
Morocco,Muhammad Barrada,The Game of Forgetting
Mozambique,Mia Couto,The Sleepwalking Land
Mozambique,Mia Couto,Under the Frangipani
Mozambique,Paulina Chiziane,Niketche
Mozambique,Ungulani Ba Ka Khosa,Ualalapi
Mozambique,Luis Bernardo Honwana,We Killed Mangy Dog
Myanmar,Cho Tu Zaw
Myanmar,Ma Thida
Myanmar,Nu Nu Yi Inwa,Smile as they Bow
Namibia,Joseph Diescho,Troubled Waters
Namibia,Neshani Andreas,The Purple Violet of Oshaantu
Nauru,Timothy Detudamo,Legends Traditions and Tales of Nauru
Nauru,Ben Bam Solomon et al,Stories from Nauru
Nepal,Samrat Upadhyay,Buddha’s Orphans
Nepal,Ajit Baral,The Lazy Conman and Other Stories
Nepal,Parijat,Blue Mimosa
Netherlands,Harry Mulisch,The Discovery of Heaven
Netherlands,Cees Noteboom,Lost Paradise
Netherlands,Tessa de Loo
Netherlands,Gerbrand Bakker,The Twin
Netherlands,Kader Abdolah,The House of the Mosque
Netherlands,Abdelkader Benali
Netherlands,Jan van Mersbergen,Tomorrow Pamplona
Netherlands,Arthur Japin,The Two Hearts of Kwasi Boachi
Netherlands,Tommy Wieringa,Little Caesar
Netherlands,Bernlef,Out of Mind
Netherlands,Jan Wolkers,Turkish Delight
Netherlands,WF Hermans,The Darkroom of Damocles
Netherlands,Arnon Grunberg, Tirza
Netherlands,Arnon Grunberg, Skin and Hair
Netherlands,Cees Noteboom,All Souls’ Day
Netherlands,Cees Noteboom,Rituals
New Zealand,Charlotte Grimshaw,Singularity
New Zealand,Maurice Shadbolt,Season of the Jew
New Zealand,Keri Hulme,The Bone People
New Zealand,Lloyd Jones, Mr. Pip
New Zealand,Alan Duff,Once Were Warriors
New Zealand,Witi Ihimaera,Tangi
New Zealand,Janet Frame
Nicaragua,Gioconda Belli,Infinity in the Palm of her Hand
Niger,recounted by Nouhou Malio,The Epic of Askia Mohammed
Nigeria,Wole Soyinka,The Interpreters
Nigeria,Wole Soyinka,Season of Anomy
Nigeria,Toyin Falola,A Mouth Sweeter than Salt
Nigeria,Lola Shoneyin,The Secret Lives of Baba Segi’s Wives
Nigeria,Chimamanda Ngozi Adichie,Americanah
Nigeria,Chinua Achebe,Things Fall Apart
North Korea,Ri In Mo,My Life and Faith
North Korea,Kye Wol Hyang
Norway,Karl Ove Knausgaard,My Struggle
Norway,Per Petterson,To Siberia
Norway,Per Petterson,Out Stealing Horses (trans. Ann Born)
Norway,Knut Hamsun,Hunger
Norway,Lars Saabye Christensen,The Half Brother
Norway,Jan Wiese,The Naked Madonna
Norway,Linn Ullmann,Before You Sleep
Norway,Agnar Mykle,Lasso Round the Moon
Norway,Gerd Brantenberg,Egalia’s Daughters
Oman,Ibrahim Farghali,Smiles of Saints
Oman,Khadija bint Alawi Al-Dhahab,My Grandmother’s Stories
Oman,Unni Wikan,Behind the Veil in Arabia: Women in Oman
Oman,Abdulaziz Al Farsi,Earth Weeps Saturn Laughs
Pakistan,Mohsin Hamid,Moth Smoke
Pakistan,Mohsin Hamid,The Reluctant Fundamentalist
Pakistan,Sara Suleri,Meatless Days
Pakistan,Bapsi Sidhwa,Ice Candy Man
Pakistan,Bapsi Sidhwa,An American Brat
Pakistan,Bapsi Sidhwa,The Pakistani Bride
Pakistan,Bina Shah,A Season for Martyrs
Pakistan,Bina Shah,Slum Child
Pakistan,Jamil Ahmad,The Wandering Falcon
Pakistan,Daniyal Mueenuddin,In Other Rooms Other Wonders
Pakistan,HM Naqvi,Home Boy
Pakistan,Uzma Aslam Khan
Pakistan,Musharraf Ali Farooqi,The Story of a Widow
Pakistan,Musharraf Ali Farooqi,Between Clay and Dust
Pakistan,Ali Sethi,The Wish Maker
Pakistan,Kamila Shamsie,Kartography
Pakistan,Kamila Shamsie,Broken Verses
Pakistan,Kamila Shamsie,Burnt Shadows
Pakistan,Mohammed Hanif
Palau Susan Kloulechad Spirits’ Tides
Palestine,Ibtisam Barakat,Tasting the Sky: A Palestinian Childhood
Palestine,Sahar Khalifeh,Wild Thorns
Palestine,Susan Abulhawa,Mornings in Jenin
Palestine,Mahmoud Shukair,Mordechai’s Moustache and his Wife’s Cats, and other stories
Panama,Juan David Morgan,The Golden Horse
Panama,Carlos Russell
Papua New Guinea,Russell Soaba,Maiba
Papua New Guinea,Regis Stella Gutsini,Posa
Papua New Guinea,Bernard Narokobi,Two Seasons
Papua New Guinea,Vincent Eri,The Crocodile
Papua New Guinea,Nash Sorariba
Papua New Guinea,Michael Somare Sana
Paraguay,Augusto Roa Bastos,The Prosecutor
Peru,Mario Vargas Llosa,Death in the Andes
Peru,Mario Vargas Llosa,Aunt Julia and the Scriptwriter (trans. Ursule Molinaro, Hedwig Rappolt)
Peru,Jaime Bayly
Peru,José María Arguedas
Peru,Santiago Roncagliolo
Philippines,Charlson Ong
Philippines,Joel Toledo
Philippines,Miguel Syjuco,Illustrado
Philippines,F Sionil José
Philippines,Jessica Hagedorn,Dogeaters
Philippines,Bino Realuyo,The Umbrella Country
Philippines,Ninotchka Rosca,State of War
Poland,Stanislaw Lem
Poland,Olga Tokarczuk,Primeval and Other Times
Poland,Olga Tokarczuk,House of Day House of Night
Poland,Pawel Huelle,Cold Sea Tales
Poland,Pawel Huelle,Castorp
Poland,Pawel Huelle,The Last Supper
Poland,Pawel Huelle,Mercedes Benz
Poland,Zygmunt Miloszewski Entanglement; A Grain of Truth
Poland,Witold Gombrowicz Pornografia
Poland,Wiesław Myśliwski Stone upon Stone
Poland,Magdalena Tulli In Red
Poland,Dorota Maslowska Snow White and Russian Red
Poland,Marek Krajewski The Eberhard Mock books
Poland,Grazyna Plebanek Illegal Liaisons
Poland,Antoni Libera Madame
Poland,Andrzej Stasiuk,On the Road to Babadag
Poland,Andrzej Stasiuk,Dukla
Poland,Andrzej Stasiuk,Fado
Poland,Andrzej Stasiuk,Nine
Poland,Andrzej Stasiuk,White Raven
Poland,Stefan Chwin,Death in Danzig
Poland,Michal Witkowski,Lovetown
Poland,Jacek Hugo-Bader,White Fever
Poland,Wojciech Jagielski,The Night Wanderers
Poland,Kazimierz Moczarski,Conversations with an Executioner
Poland,Wojciech Tochman,Like Eating a Stone
Portugal,Eca de Queiroz,The Mandarin and Other Stories
Portugal,José Saramago,Blindness
Portugal,José Saramago,The Year of the Death of Ricardo Reis
Portugal,José Saramago,The Gospel According to Jesus Christ
Portugal,Fernando Pessoa
Portugal,Pero Vaz de Caminha,Carta de Pêro Vaz de Caminha
Qatar,Mohammed Ali,Victory over Abu Derya: The Quest for Pearls in the Arabian Gulf
Qatar,Abdul Aziz Al Mahmoud,The Corsair
Romania,Herta Müller,The Passport
Romania,Filip and Matei Florian,The Baiut Alley Lads
Romania,Mircea Cartarescu
Romania,Mircea Eliade
Russia,Alina Bronsky,The Hottest Dishes of the Tartar Cuisine
Aleksandr Solzhenitsyn,One Day in the Life of Ivan Denisovich (trans. Ralph Parker)
Russia,Vladimir Sorokin,Day of the Oprichnik
Russia,Mikhail Lermontov,A Hero of Our Time
Russia,Mikhail Bulgakov,The Master and Margarita (trans. Michael Glenny)
Russia,Roman Senchin,MINUS
Russia,Alan Cherchesov,Requiem for the Living
Russia,Oleg Zaionchkovski,Happiness is Possible
Russia,PD Ouspensky,Strange Life of Ivan Osokin
Rwanda,Philip Gourevitch,We Wish to Inform You that Tomorrow We Will Be Killed with our Families
Rwanda,Jean Hatzfeld,Into the Quick of Life
Rwanda,Barassa Teta
Rwanda,John Rusimbi,By the Time She Returned
Rwanda,Gilbert Gatore,The Past Ahead
Saint Kitts and Nevis,Caryl Phillips
Saint Kitts and Nevis,Bertram Roach,Only God Can Make a Tree
Saint Lucia,Derek Walcott,Omeros
Saint Lucia,Garth St Omer,A Room on the Hill
Saint Lucia,Garth St Omer,J- Black Bam and the Masqueraders
Saint Lucia,Dr Earl Long,Consolation
Saint Lucia,Dr Earl Long,Voices from a Drum
Saint Lucia,Garth St Omer,Nor Any Country
Saint Lucia,Garth St Omer,Shades of Grey
Saint Lucia,McDonald Dixon,Season of Mist
Saint Lucia,Michael Aubertin,Neg Maron
Saint Vincent and the Grenadines,H Nigel Thomas,Spirits in the Dark
Saint Vincent and the Grenadines,Behind the Face of Winter
Saint Vincent and the Grenadines,Return to Arcadia
Saint Vincent and the Grenadines,George Thomas,Ruler in Hairoona
Saint Vincent and the Grenadines,Cecil Browne,The Moon is Following Me
Saint Vincent and the Grenadines,Richard Byron-Cox,Were Mama’s Tears in Vain?
Saint Vincent and the Grenadines,Marcia King-Gamble
Saint Vincent and the Grenadines,Trish St Hill
Saint Vincent and the Grenadines,Nickie Williams
Samoa,Misa Telefoni Retzlaff,Love and Money
Samoa,Lani Wendt Young,Telesa
Samoa,Albert Wendt,The Adventures of Vela
Samoa,Sia Figiel,Where We Once Belonged
Samoa,Sia Figiel,The Girl in the Moon Circle
Samoa,Sia Figiel,They Who do not Grieve
Samoa,Albert Wendt,Sons for the Return Home
Samoa,Albert Wendt,Pouliuli
San Marino,Giuseppe Rossi,The Republic of San Marino
Sao Tome and Principe,Olinda Beja,The Shepherd’s House
Saudi Arabia,Rajaa Al-Sanea,Girls of Riyadh
Saudi Arabia,Raja Alem,My Thousand and One Nights: A Novel of Mecca
Saudi Arabia,Abdul Rahman Munif,Endings
Saudi Arabia,Abdul Rahman Munif,Cities of Salt
Saudi Arabia,Abdul Rahman Munif,The Trench
Saudi Arabia,Abdul Rahman Munif,Variations on Night and Day
Saudi Arabia,ed. Abubaker Bagader,Voices of Change
Saudi Arabia,Ghazi Abdul Rahman Al Gosaibi
Senegal,Mariama Bâ,Une Si Longue Lettre (So Long a Letter)
Senegal,Ken Bugul,Riwan ou Le Chemin de Sable (Riwan or The Path of Sand)
Serbia,Ivo Andric,Bridge in the River Drina
Serbia,Milos Crnjanski,A Novel About London
Serbia,Danilo Kiš
Serbia,David Albahari,Bait
Serbia,Milorad Pavic,Dictionary of the Khazars
Serbia,Srdjan Valjarevic,Lake Como
Serbia,Zoran Živković
Serbia,Milos Crnjanski,Migrations
Seychelles,Glynn Burridge,Voices
Seychelles,William Travis,Beyond the Reefs
Seychelles,William Travis,Shark for Sale
Sierra Leone,Aminatta Forna,The Memory of Love
Sierra Leone,Ishmael Beah,A Long Way Gone: Memoirs of Boy Soldier
Singapore,Su-Chen Christine Lim,Fistful of Colours
Slovakia,Pavol Rankov
Slovakia,Peter Pistanek,Rivers of Babylon
Slovakia,Daniela Kapitánová,Samko Tale’s Cemetery Book
Slovenia,Slavoj Žižek
Slovenia,Nataša Kramberger,Heaven in a Blackberry Bush: a Novel in Stories
Slovenia,Andrej Blatnik,You do Understand
Slovenia,Andrej Skubic,Fužine Blues
Slovenia,Miha Mazzini,The German Lottery
Slovenia,Vladimir Bartol,Alamut
Solomon Islands,John Saunana,The Alternative
Solomon Islands,ed. Alice Aruhe’eta Pollard and Marilyn J. Waring,Being the First: Storis Blong Oloketa Mere lo Solomon Aelan
Solomon Islands,Celo Kulagoe
Somalia,Nuruddin Farah,Secrets
Somalia,Nuruddin Farah,Sweet and Sour Milk
South Africa,Gavin Evans,Dancing Shoes is Dead
South Africa,Ingrid Winterbach,The Book of Happenstance
South Africa,Damon Galgut,The Quarry
South Africa,Kgebetli Moele,The Book of the Dead
South Africa,Diane Awerbuck,Cabin Fever
South Africa,Siphiwo Mahala,African Delights
South Africa,Henrietta Rose-Innes,Nineveh
South Africa,Ivan Vladislavic,The Loss Library
South Africa,Nelson Mandela,The Long Walk to Freedom
South Africa,Alan Paton Cry,the Beloved Country
South Africa,Bryce Courtenay,The Power of One
South Africa,Dalene Matthee,Fiela’s Child
South Africa,Dalene Matthee,Circles in the Forest
South Korea,Hwang Sok-yong,The Guest
South Korea,Hwang Sok-yong,The Old Garden
South Korea,Lee Hye-Kyung,A House on the Road
South Korea,Shin Kyung-Sook,Please Look After Mom
South Sudan,Julia Duany,‘To Forgive is Divine not Human’
Spain,Miguel Delibes,Five Hours with Mario
Spain,Javier Cercas,Soldiers of Salamis
Spain,Javier Cercas,The Anatomy of a Moment (trans. Anne McClean)
Spain,Alberto Mendez,The Blind Sunflowers
Spain,Miguel de Cervantes,Don Quixote (trans. Edith Grossman)
Spain,Carlos Ruiz Zafon,The Shadow of the Wind
Spain,Enrique Vila-Matas,Dublinesque
Spain,Juan Goytisolo,Exiled from Almost Everywhere
Spain,Antonio Muñoz,Molina Sefarad
Sri Lanka,Romesh Gunesekera,Reef
Sri Lanka,Carl Muller,The Jam Fruit Tree
Sri Lanka, Shehan Karunatilaka,Chinaman
Sri Lanka,Ru Freeman,A Disobedient Girl
Sri Lanka,Siri Gunasinghe,The Shadow
Sri Lanka,Kathleen Jayawardena,Circles of Fire
Sri Lanka,S Ponnuthurai,Ritual
Sri Lanka,Sunethra Rajakarunanayake,Metta
Sri Lanka,Keerthi Welisarage,The Doomed
Sri Lanka,Martin Wickramasinghe
Sudan,Amir Tag Elsir,The Grub Hunter
Sudan,Tarek Eltayeb,The Palm House
Sudan,Tayeb Salih,Season of Migration to the North
Sudan,Leila Aboulela,Minaret
Suriname,Cynthia Mcleod,The Cost of Sugar
Suriname,Cynthia Mcleod,The Free Negress
Swaziland, Sarah Mkhonza,Weeding the Flowerbeds
Sweden,Henning Mankell,Chronicler of the Winds
Sweden,Per Olov Enquist,The March of the Musicians (trans. Joan Tate)
Sweden,Per Olov Enquist,The Story of Blanche and Marie
Sweden,Jens Lapidus,Easy Money
Sweden,Karin Altenberg,Island of Wings
Sweden,Jonas Hassen Khemiri,Montecore
Sweden,Hjalmar Soderberg,Doctor Glas
Sweden,Lotta Lotass
Sweden,Amelie Posse
Sweden,John Ajvide Lindqvist,Let the Right One In
Switzerland,Friedrich Dürrenmatt,The Pledge
Switzerland,Hansjörg Schertenlieb,A Happy Man
Switzerland,Gottfried Keller,A Village Romeo and Juliet
Switzerland,Annemarie Schwarzenbach
Switzerland,Friedrich Glauser,In Matto’s Realm
Switzerland,Peter Bichsel,Children’s Stories
Switzerland,Aglaja Veteranyi,Why the Child is Cooking in the Polenta
Switzerland,Hugo Loetscher,Noah
Switzerland,Gerhard Meier,Isle of the Dead
Syria,Fadi Azzam,Sarmada
Syria,Zakaria Tamer,Breaking Knees
Syria,Ghadda Samman
Syria,Rafik Schami,Damascus Nights
Syria,Hassan Bahri
Syria,Hanna Mina,Sun on a Cloudy Day
Syria,Khaled Khalifa,In Praise of Hatred
Taiwan,Su Wei-chen
Taiwan,Pai Hsien-yung,Crystal Boys
Tajikistan,Andrei Volos,Hurramabad
Tanzania,Muhammed Said Abdulla
Tanzania,Abdulrazak Gurnah,Desertion
Tanzania,Edwin Semzaba
Tanzania,Ismael Mbise,Blood on Our Land
Tanzania,Agoro Anduru
Tanzania,Adam Shafi
Tanzania,Bethsaida Orphan Girls’ Secondary School,Their Voices Their Stories
Tanzania,Sophia Mustafa,Broken Reed
Tanzania,Tengio Urrio,The Girl from Uganda
Tanzania,S Ndunguru,The Lion of Yola
Tanzania,Ronny Mintjens,More Than a Game
Thailand,Chart Korbjitti,The Judgement
Thailand,Kukrit Pramoj
Thailand,Kampoon Boontawee,A Child of the Northeast
Thailand,Chart Korbjitti,No Way Out
Thailand,Chart Korbjitti,Time
Thailand,Chart Korbjitti,Mad Dogs & Co
Togo,Jeanette D Ahonsou
Togo,Pyabelo Chaold Kouly
Togo,Tété-Michel Kpomassie,An African in Greenland
Tonga,Joshua Taumoefolau,A Providence of War
Tonga,Epeli Hau’ofa,Tales of the Tikongs
Trinidad and Tobago,VS Naipaul,A House for Mr Biswas,
Trinidad and Tobago,VS Naipaul,In a Free State
Trinidad and Tobago,Monique Roffey,The White Woman on the Green Bicycle
Trinidad and Tobago,Robert Antoni
Trinidad and Tobago,Keith Jardim,Near Open Water
Trinidad and Tobago,Earl Lovelace,Is Just a Movie
Trinidad and Tobago,Vahni Capildeo,One Scattered Skeleton
Trinidad and Tobago,Errol John,Moon on a Rainbow Shawl
Tunisia,Habib Selmi,The Scents of Marie-Claire
Tunisia,Ali Douagi
Tunisia,Mahmoud Messadi
Tunisia,Abdelwahab Meddeb,Talismano
Tunisia,Hassouna Mosbahi,A Tunisian Tale
Turkey,Orhan Pamuk,Snow
Turkey,Halide Edip Adıvar
Turkey,Reşat Nuri Güntekin
Turkey,Refik Halit Karay
Turkey,Sabahattin Ali
Turkey,Yaşar Kemal
Turkey,Fakir Baykurt
Turkey,Kemal Tahir
Turkey,Latife Tekin,Dear Shameless Death
Turkey,Elif Shafak,The Forty Rules of Love
Turkey,Erendiz Atasu,The Other Side of the Mountain
Turkey,Murathan Mungan
Turkey,Orhan Kemal
Turkey,Güneli Gün,On the Road to Baghdad
Turkey,Sait Faik Abasıyanık
Turkmenistan,John Kropf,Unknown Sands
Turkmenistan,Ak Welsapar,Cobra
Turkmenistan,Ak Welsapar,The Tale of Aypi
Tuvalu,Various authors,Tuvalu: a history
Uganda,Okot p’Bitek,Song of Lawino
Uganda,Doreen Baingan,Tropical Fish: Stories Out Of Entebbe
Uganda,Moses Isegawa,Abyssinian Chronicles
Uganda,Moses Isegawa,Snakepit
Ukraine,Andrey Kurkov,Death and the Penguin
Ukraine,Theodore Odrach,Wave of Terror
United Arab Emirates,Qais Sedki,Gold Ring
United Arab Emirates,Maha Gargash,The Sand Fish
United Arab Emirates,Mohammad Al Murr,The Wink of the Mona Lisa
United Arab Emirates,Mohammad Al Murr,Dubai Tales
United Arab Emirates,Ameera Al Hakawati,Desperate in Dubai
United Kingdom,Angus MacLellan,Stories from South Uist
United Kingdom,Caryl Lewis Martha,Jack and Shanco
United Kingdom,Christina Hall,To the Edge of the Sea
United Kingdom,Deborah Levy,Swimming Home
United Kingdom,Vanessa Gebbie
United Kingdom,Siân Melangell Dafydd,Y Trydydd Peth
Uruguay,Juan Carlos Onetti,The Shipyard
Uruguay,Juan Carlos Onetti,The Pit and Tonight
Uruguay,Felisberto Hernández,Lands of Memory
Uruguay,Rafael Courtoisie
Uruguay,Horacio Quiroga,The Decapitated Chicken
Uruguay,Cristina Peri Rossi
Uruguay,Eduardo Galeano
Uruguay,Mario Benedetti
Uzbekistan,Sabit Madaliev
Uzbekistan,Hamid Ismailov,The Railway
Uzbekistan,Bibish,The Dancer from Khiva: One Muslim Woman’s Quest for Freedom
Vanuatu,Sethy Regenvau,Laef Blong Mi: From Village to Nation
Vatican City,Luigi Marinello & The Millenari,Shroud of Secrecy
Venezuela,Francisco Suniaga
Venezuela,Alberto Barrera Tyszka,The Sickness
Venezuela,Ana Teresa Torres
Venezuela,Romulo Gallegos
Venezuela,Federico Vegas Falke
Vietnam,Phan Hon Nhien,The Joker
Vietnam,Nguyen Nhat Anh
Vietnam,Phan Hon Nhien,Cold Eyes
Vietnam,Phan Hon Nhien,Left Wing
Vietnam,Bao Ninh,The Sorrow of War (trans. Frank Palmos, Phan Thanh Hao)
Yemen,Wajdi al-Ahdal,A Land without Jasmine
Yemen,Zayd Mutee’,Dammaj The Hostage
Zambia,Gaile Parkin Baking Cakes in Kigali
Zambia,Field Ruwe
Zambia,Binwell Sinyangwe,A Cowrie of Hope
Zimbabwe,Petinah Gappah,An Elegy for Easterly
Zimbabwe,Tsitsi Dangarembga,Nervous Conditions
Zimbabwe,Brian Chikwava,Harare North
Zimbabwe,Tendai Huchu,The Hairdresser of Harare
Zimbabwe,Shimmer Chinodya,Chioniso and Other Stories
Zimbabwe,Stephen Lungu,Out of the Black Shadows
